#Filename                                 MJD
sn2002dk-20020618.43-fast.flm             52443.43
sn2002dl-20020618.44-fast.flm             52443.44
sn2002dl-20020619.45-fast.flm             52444.45
sn2002dl-20020620.41-fast.flm             52445.41
sn2002dl-20020707.43-fast.flm             52462.43
sn2002do-20020619.43-fast.flm             52444.43
sn2002do-20020704.39-fast.flm             52459.39
sn2002do-20020706.20-fast.flm             52461.20
sn2002do-20020710.33-fast.flm             52465.33
sn2002do-20020718.29-fast.flm             52473.29
sn2002dp-20020620.47-fast.flm             52445.47
sn2002dp-20020702.45-fast.flm             52457.45
sn2002dp-20020705.43-fast.flm             52460.43
sn2002dp-20020708.44-fast.flm             52463.44
sn2002dp-20020712.41-fast.flm             52467.41
sn2002dp-20020718.47-fast.flm             52473.47
sn2002dp-20020801.42-fast.flm             52487.42
sn2002ef-20020801.44-fast.flm             52487.44
sn2002er-20020904.12-fast.flm             52521.12
sn2002er-20020912.11-fast.flm             52529.11
sn2002es-20020903.45-fast.flm             52520.45
sn2002es-20020905.50-fast.flm             52522.50
sn2002es-20020906.49-fast.flm             52523.49
sn2002es-20020910.46-fast.flm             52527.46
sn2002es-20020912.46-fast.flm             52529.46
sn2002es-20020928.43-fast.flm             52545.43
sn2002et-20020906.30-fast.flm             52523.30
sn2002eu-20020903.46-fast.flm             52520.46
sn2002eu-20020905.49-fast.flm             52522.49
sn2002eu-20020907.49-fast.flm             52524.49
sn2002eu-20020910.40-fast.flm             52527.40
sn2002eu-20020913.40-fast.flm             52530.40
sn2002eu-20020929.37-fast.flm             52546.37
sn2002eu-20021104.34-mmt.flm              52582.34
sn2002ey-20020906.32-fast.flm             52523.32
sn2002ey-20020910.32-fast.flm             52527.32
sn2002ey-20020913.29-fast.flm             52530.29
sn2002ey-20021104.28-mmt.flm              52582.28
sn2002fb-20020907.51-fast.flm             52524.51
sn2002fb-20020909.43-fast.flm             52526.43
sn2002fb-20020912.44-fast.flm             52529.44
sn2002fb-20020929.42-fast.flm             52546.42
sn2002fb-20021005.37-fast.flm             52552.37
sn2002fb-20021009.34-fast.flm             52556.34
sn2002fb-20021104.41-mmt.flm              52582.41
sn2002fk-20020927.46-fast.flm             52544.46
sn2002fk-20020929.44-fast.flm             52546.44
sn2002fk-20021003.45-fast.flm             52550.45
sn2002fk-20021005.42-fast.flm             52552.42
sn2002fk-20021007.45-fast.flm             52554.45
sn2002fk-20021008.40-fast.flm             52555.40
sn2002fk-20021009.36-fast.flm             52556.36
sn2002fk-20021010.43-fast.flm             52557.43
sn2002fk-20021031.32-fast.flm             52578.32
sn2002fk-20021103.37-mmt.flm              52581.37
sn2002fk-20021107.30-fast.flm             52585.30
sn2002fk-20021112.36-fast.flm             52590.36
sn2002fk-20021114.27-fast.flm             52592.27
sn2002fk-20021204.27-fast.flm             52612.27
sn2002fk-20021208.29-fast.flm             52616.29
sn2002fk-20021212.19-fast.flm             52620.19
sn2002fk-20021226.27-fast.flm             52634.27
sn2002fk-20021228.25-fast.flm             52636.25
sn2002fk-20030101.21-fast.flm             52640.21
sn2002fk-20030104.17-fast.flm             52643.17
sn2002fk-20030106.16-fast.flm             52645.16
sn2002fk-20030112.19-fast.flm             52651.19
sn2002fk-20030129.22-mmt.flm              52668.22
sn2002fk-20030129.11-fast.flm             52668.11
sn2002ha-20021029.13-fast.flm             52576.13
sn2002ha-20021104.11-mmt.flm              52582.11
sn2002ha-20021108.09-fast.flm             52586.09
sn2002ha-20021112.08-fast.flm             52590.08
sn2002ha-20021205.09-fast.flm             52613.09
sn2002ha-20021208.13-fast.flm             52616.13
sn2002hd-20021029.52-fast.flm             52576.52
sn2002hd-20021109.51-fast.flm             52587.51
sn2002hd-20021113.51-fast.flm             52591.51
sn2002he-20021030.48-fast.flm             52577.48
sn2002he-20021104.50-mmt.flm              52582.50
sn2002he-20021111.52-fast.flm             52589.52
sn2002he-20021113.53-fast.flm             52591.53
sn2002he-20021213.47-fast.flm             52621.47
sn2002hu-20021108.41-fast.flm             52586.41
sn2002hu-20021110.31-fast.flm             52588.31
sn2002hu-20021113.25-fast.flm             52591.25
sn2002hu-20021206.29-fast.flm             52614.29
sn2002hu-20030129.18-mmt.flm              52668.18
sn2002hv-20021109.49-fast.flm             52587.49
sn2002hw-20021111.20-fast.flm             52589.20
sn2002hw-20021112.10-fast.flm             52590.10
sn2002hw-20021114.10-fast.flm             52592.10
sn2002hw-20021205.12-fast.flm             52613.12
sn2002hw-20021208.15-fast.flm             52616.15
sn2002jg-20021128.09-fast.flm             52606.09
sn2002jg-20021206.17-fast.flm             52614.17
sn2002jg-20021211.14-fast.flm             52619.14
sn2002jg-20021227.08-fast.flm             52635.08
sn2002jm-20021211.49-fast.flm             52619.49
sn2002jm-20021212.48-fast.flm             52620.48
sn2002jm-20021216.45-mmt.flm              52624.45
sn2002jy-20021226.12-fast.flm             52634.12
sn2002jy-20021227.11-fast.flm             52635.11
sn2002jy-20021229.08-fast.flm             52637.08
sn2002jy-20030101.10-fast.flm             52640.10
sn2002jy-20030102.12-fast.flm             52641.12
sn2002jy-20030103.12-fast.flm             52642.12
sn2002jy-20030105.11-fast.flm             52644.11
sn2002jy-20030111.08-fast.flm             52650.08
sn2002jy-20030113.10-fast.flm             52652.10
sn2002jy-20030126.10-fast.flm             52665.10
sn2002jy-20030129.10-mmt.flm              52668.10
sn2002kf-20021231.34-fast.flm             52639.34
sn2002kf-20030101.39-fast.flm             52640.39
sn2002kf-20030102.35-fast.flm             52641.35
sn2002kf-20030103.31-fast.flm             52642.31
sn2002kf-20030105.30-fast.flm             52644.30
sn2002kf-20030107.30-fast.flm             52646.30
sn2002kf-20030111.16-fast.flm             52650.16
sn2002kf-20030113.31-fast.flm             52652.31
sn2002kf-20030127.21-fast.flm             52666.21
sn2002kf-20030129.21-fast.flm             52668.21
sn2002kf-20030129.28-mmt.flm              52668.28
sn2003D-20030112.44-fast.flm              52651.44
sn2003D-20030129.32-mmt.flm               52668.32
sn2003D-20030130.33-fast.flm              52669.33
sn2003F-20030110.22-fast.flm              52649.22
sn2003F-20030129.26-mmt.flm               52668.26
sn2003K-20030130.55-fast.flm              52669.55
sn2003M-20030126.39-fast.flm              52665.39
sn2003M-20030127.47-fast.flm              52666.47
sn2003M-20030129.51-mmt.flm               52668.51
sn2003S-20030127.49-fast.flm              52666.49
sn2003U-20030129.53-mmt.flm               52668.53
sn2003U-20030201.55-fast.flm              52671.55
sn2003U-20030206.55-fast.flm              52676.55
sn2003W-20030129.35-mmt.flm               52668.35
sn2003W-20030130.31-fast.flm              52669.31
sn2003W-20030131.39-fast.flm              52670.39
sn2003W-20030201.35-fast.flm              52671.35
sn2003W-20030202.30-fast.flm              52672.30
sn2003W-20030203.33-fast.flm              52673.33
sn2003W-20030204.27-fast.flm              52674.27
sn2003W-20030206.32-fast.flm              52676.32
sn2003W-20030207.40-fast.flm              52677.40
sn2003W-20030209.35-fast.flm              52679.35
sn2003W-20030210.35-fast.flm              52680.35
sn2003W-20030303.37-fast.flm              52701.37
sn2003W-20030307.28-fast.flm              52705.28
sn2003W-20030310.28-fast.flm              52708.28
sn2003W-20030312.27-fast.flm              52710.27
sn2003W-20030326.31-fast.flm              52724.31
sn2003W-20030331.19-fast.flm              52729.19
sn2003Y-20030131.35-fast.flm              52670.35
sn2003Y-20030201.33-fast.flm              52671.33
sn2003Y-20030203.31-fast.flm              52673.31
sn2003ae-20030206.30-fast.flm             52676.30
sn2003ae-20030207.38-fast.flm             52677.38
sn2003ae-20030209.37-fast.flm             52679.37
sn2003ae-20030210.34-fast.flm             52680.34
sn2003ae-20030310.26-fast.flm             52708.26
sn2003af-20030209.39-fast.flm             52679.39
sn2003af-20030329.38-mmt.flm              52727.38
sn2003ag-20030209.41-fast.flm             52679.41
sn2003ag-20030329.35-mmt.flm              52727.35
sn2003ai-20030210.40-fast.flm             52680.40
sn2003ai-20030329.40-mmt.flm              52727.40
sn2003ar-20030222.51-fast.flm             52692.51
sn2003bt-20030311.27-fast.flm             52709.27
sn2003cg-20030325.24-fast.flm             52723.24
sn2003cg-20030326.30-fast.flm             52724.30
sn2003cg-20030327.27-fast.flm             52725.27
sn2003cg-20030328.26-fast.flm             52726.26
sn2003cg-20030329.27-mmt.flm              52727.27
sn2003cg-20030329.29-fast.flm             52727.29
sn2003cg-20030330.23-fast.flm             52728.23
sn2003cg-20030331.21-fast.flm             52729.21
sn2003cg-20030401.22-fast.flm             52730.22
sn2003cg-20030402.17-ldss2.flm            52731.17
sn2003cg-20030402.33-fast.flm             52731.33
sn2003cg-20030403.18-fast.flm             52732.18
sn2003cg-20030407.19-fast.flm             52736.19
sn2003cg-20030408.17-fast.flm             52737.17
sn2003cg-20030409.23-fast.flm             52738.23
sn2003cg-20030410.20-fast.flm             52739.20
sn2003cg-20030411.23-fast.flm             52740.23
sn2003cg-20030427.18-fast.flm             52756.18
sn2003ch-20030325.16-fast.flm             52723.16
sn2003ch-20030327.13-fast.flm             52725.13
sn2003ch-20030328.14-fast.flm             52726.14
sn2003ch-20030329.11-mmt.flm              52727.11
sn2003ch-20030329.17-fast.flm             52727.17
sn2003ch-20030330.16-fast.flm             52728.16
sn2003ch-20030331.15-fast.flm             52729.15
sn2003ch-20030401.17-fast.flm             52730.17
sn2003ch-20030402.03-ldss2.flm            52731.03
sn2003ch-20030403.16-fast.flm             52732.16
sn2003ch-20030410.17-fast.flm             52739.17
sn2003ch-20030411.18-fast.flm             52740.18
sn2003ch-20030428.15-fast.flm             52757.15
sn2003cq-20030403.28-fast.flm             52732.28
sn2003cq-20030407.36-fast.flm             52736.36
sn2003cq-20030408.26-fast.flm             52737.26
sn2003cq-20030409.25-fast.flm             52738.25
sn2003cq-20030410.22-fast.flm             52739.22
sn2003cq-20030411.25-fast.flm             52740.25
sn2003cq-20030427.22-fast.flm             52756.22
sn2003cq-20030509.15-fast.flm             52768.15
sn2003de-20030408.23-fast.flm             52737.23
sn2003dt-20030505.46-fast.flm             52764.46
sn2003du-20030424.32-fast.flm             52753.32
sn2003du-20030426.34-fast.flm             52755.34
sn2003du-20030427.24-fast.flm             52756.24
sn2003du-20030428.24-fast.flm             52757.24
sn2003du-20030505.30-fast.flm             52764.30
sn2003du-20030508.30-fast.flm             52767.30
sn2003du-20030509.29-fast.flm             52768.29
sn2003du-20030523.22-fast.flm             52782.22
sn2003du-20030525.21-fast.flm             52784.21
sn2003du-20030526.27-fast.flm             52785.27
sn2003du-20030528.29-fast.flm             52787.29
sn2003du-20030530.24-fast.flm             52789.24
sn2003du-20030601.30-fast.flm             52791.30
sn2003du-20030604.35-fast.flm             52794.35
sn2003du-20030609.23-mmt.flm              52799.23
sn2003du-20030609.29-fast.flm             52799.29
sn2003du-20030625.22-fast.flm             52815.22
sn2003du-20030627.28-fast.flm             52817.28
sn2003du-20030702.16-fast.flm             52822.16
sn2003du-20030705.21-fast.flm             52825.21
sn2003du-20030705.28-mmt.flm              52825.28
sn2003du-20030706.19-fast.flm             52826.19
sn2003du-20030707.26-fast.flm             52827.26
sn2003eh-20030521.18-fast.flm             52780.18
sn2003eh-20030522.15-fast.flm             52781.15
sn2003eh-20030523.17-fast.flm             52782.17
sn2003eh-20030526.18-fast.flm             52785.18
sn2003eh-20030528.17-fast.flm             52787.17
sn2003eh-20030601.16-fast.flm             52791.16
sn2003ek-20030522.43-fast.flm             52781.43
sn2003ek-20030523.33-fast.flm             52782.33
sn2003ek-20030525.37-fast.flm             52784.37
sn2003ek-20030526.35-fast.flm             52785.35
sn2003ek-20030527.38-fast.flm             52786.38
sn2003ek-20030531.35-fast.flm             52790.35
sn2003ek-20030610.45-mmt.flm              52800.45
sn2003ek-20030705.34-mmt.flm              52825.34
sn2003ep-20030604.45-fast.flm             52794.45
sn2003ep-20030626.44-fast.flm             52816.44
sn2003ep-20030628.44-fast.flm             52818.44
sn2003ep-20030703.38-mmt.flm              52823.38
sn2003ep-20030704.31-mmt.flm              52824.31
sn2003ez-20030606.22-fast.flm             52796.22
sn2003ez-20030607.16-fast.flm             52797.16
sn2003fa-20030605.42-fast.flm             52795.42
sn2003fa-20030606.36-fast.flm             52796.36
sn2003fa-20030607.34-fast.flm             52797.34
sn2003fa-20030608.29-fast.flm             52798.29
sn2003fa-20030609.38-fast.flm             52799.38
sn2003fa-20030610.34-mmt.flm              52800.34
sn2003fa-20030623.33-fast.flm             52813.33
sn2003fa-20030624.29-fast.flm             52814.29
sn2003fa-20030625.30-fast.flm             52815.30
sn2003fa-20030627.30-fast.flm             52817.30
sn2003fa-20030628.23-fast.flm             52818.23
sn2003fa-20030630.22-fast.flm             52820.22
sn2003fa-20030701.39-fast.flm             52821.39
sn2003fa-20030702.29-fast.flm             52822.29
sn2003fa-20030703.38-fast.flm             52823.38
sn2003fa-20030704.46-mmt.flm              52824.46
sn2003fa-20030704.24-fast.flm             52824.24
sn2003fa-20030705.41-mmt.flm              52825.41
sn2003fa-20030706.28-fast.flm             52826.28
sn2003fa-20030731.21-fast.flm             52851.21
sn2003fd-20030623.22-fast.flm             52813.22
sn2003fd-20030624.21-fast.flm             52814.21
sn2003fd-20030625.21-fast.flm             52815.21
sn2003fd-20030626.20-fast.flm             52816.20
sn2003fd-20030627.18-fast.flm             52817.18
sn2003fd-20030628.18-fast.flm             52818.18
sn2003fd-20030630.24-fast.flm             52820.24
sn2003fd-20030704.21-mmt.flm              52824.21
sn2003fd-20030705.23-fast.flm             52825.23
sn2003fd-20030705.26-mmt.flm              52825.26
sn2003ge-20030624.22-fast.flm             52814.22
sn2003ge-20030704.18-mmt.flm              52824.18
sn2003gj-20030704.40-mmt.flm              52824.40
sn2003gn-20030729.37-fast.flm             52849.37
sn2003gq-20030729.39-fast.flm             52849.39
sn2003hm-20030922.47-fast.flm             52904.47
sn2003hu-20030919.19-fast.flm             52901.19
sn2003hu-20030921.16-fast.flm             52903.16
sn2003hu-20030927.14-fast.flm             52909.14
sn2003hu-20030928.12-fast.flm             52910.12
sn2003hu-20030930.16-fast.flm             52912.16
sn2003hu-20031002.13-fast.flm             52914.13
sn2003hv-20031121.21-ldss2.flm            52964.21
sn2003hw-20030918.43-fast.flm             52900.43
sn2003hw-20030919.45-fast.flm             52901.45
sn2003hw-20030921.44-fast.flm             52903.44
sn2003hx-20031121.30-ldss2.flm            52964.30
sn2003hz-20030919.50-fast.flm             52901.50
sn2003ia-20030919.17-fast.flm             52901.17
sn2003ia-20030928.10-fast.flm             52910.10
sn2003ia-20030930.13-fast.flm             52912.13
sn2003ic-20030919.40-fast.flm             52901.40
sn2003ic-20030921.36-fast.flm             52903.36
sn2003ic-20030927.38-fast.flm             52909.38
sn2003ic-20030928.30-fast.flm             52910.30
sn2003ic-20030929.35-fast.flm             52911.35
sn2003ic-20031001.32-fast.flm             52913.32
sn2003ic-20031002.25-fast.flm             52914.25
sn2003ic-20031017.23-fast.flm             52929.23
sn2003if-20030922.45-fast.flm             52904.45
sn2003if-20031121.26-ldss2.flm            52964.26
sn2003im-20031003.34-fast.flm             52915.34
sn2003in-20031003.37-fast.flm             52915.37
sn2003in-20031121.27-ldss2.flm            52964.27
sn2003it-20031019.18-fast.flm             52931.18
sn2003it-20031020.23-fast.flm             52932.23
sn2003it-20031021.31-fast.flm             52933.31
sn2003it-20031022.26-fast.flm             52934.26
sn2003it-20031023.25-fast.flm             52935.25
sn2003it-20031024.24-fast.flm             52936.24
sn2003it-20031025.24-fast.flm             52937.24
sn2003it-20031026.25-fast.flm             52938.25
sn2003it-20031028.34-fast.flm             52940.34
sn2003it-20031029.21-fast.flm             52941.21
sn2003it-20031030.22-fast.flm             52942.22
sn2003it-20031031.23-fast.flm             52943.23
sn2003it-20031101.21-fast.flm             52944.21
sn2003it-20031123.14-fast.flm             52966.14
sn2003it-20031124.13-fast.flm             52967.13
sn2003iu-20031020.37-fast.flm             52932.37
sn2003iu-20031021.32-fast.flm             52933.32
sn2003iu-20031022.36-fast.flm             52934.36
sn2003iu-20031023.31-fast.flm             52935.31
sn2003iu-20031024.33-fast.flm             52936.33
sn2003iu-20031025.35-fast.flm             52937.35
sn2003iu-20031026.28-fast.flm             52938.28
sn2003iu-20031028.35-fast.flm             52940.35
sn2003iu-20031029.29-fast.flm             52941.29
sn2003iu-20031030.29-fast.flm             52942.29
sn2003iu-20031031.25-fast.flm             52943.25
sn2003iu-20031101.23-fast.flm             52944.23
sn2003iu-20031119.18-fast.flm             52962.18
sn2003iu-20031122.19-fast.flm             52965.19
sn2003iv-20031019.38-fast.flm             52931.38
sn2003iv-20031020.40-fast.flm             52932.40
sn2003iv-20031021.38-fast.flm             52933.38
sn2003iv-20031022.38-fast.flm             52934.38
sn2003iv-20031023.35-fast.flm             52935.35
sn2003iv-20031025.37-fast.flm             52937.37
sn2003iv-20031029.34-fast.flm             52941.34
sn2003iv-20040118.21-mmt.flm              53022.21
sn2003iz-20031023.28-fast.flm             52935.28
sn2003jz-20031120.50-fast.flm             52963.50
sn2003kc-20031126.54-fast.flm             52969.54
sn2003kc-20031128.53-fast.flm             52971.53
sn2003kc-20031203.49-fast.flm             52976.49
sn2003kc-20031219.49-fast.flm             52992.49
sn2003kc-20031225.51-fast.flm             52998.51
sn2003kc-20031229.44-fast.flm             53002.44
sn2003kc-20040118.43-mmt.flm              53022.43
sn2003kd-20031126.41-fast.flm             52969.41
sn2003kd-20031127.26-fast.flm             52970.26
sn2003kd-20031129.26-fast.flm             52972.26
sn2003kd-20031130.27-fast.flm             52973.27
sn2003kd-20031204.32-fast.flm             52977.32
sn2003kd-20031220.17-mmt.flm              52993.17
sn2003kd-20040118.26-mmt.flm              53022.26
sn2003kf-20031128.33-imacs.flm            52971.33
sn2003kf-20031128.43-fast.flm             52971.43
sn2003kf-20031129.41-fast.flm             52972.41
sn2003kf-20031130.40-fast.flm             52973.40
sn2003kf-20031202.36-fast.flm             52975.36
sn2003kf-20031204.43-fast.flm             52977.43
sn2003kf-20031216.37-fast.flm             52989.37
sn2003kf-20031218.35-fast.flm             52991.35
sn2003kf-20031221.36-fast.flm             52994.36
sn2003kf-20031222.39-fast.flm             52995.39
sn2003kf-20031223.40-fast.flm             52996.40
sn2003kf-20031225.38-fast.flm             52998.38
sn2003kf-20031226.38-fast.flm             52999.38
sn2003kf-20031227.42-fast.flm             53000.42
sn2003kf-20031228.31-fast.flm             53001.31
sn2003kf-20031229.32-fast.flm             53002.32
sn2003kf-20040102.42-fast.flm             53006.42
sn2003kf-20040117.23-fast.flm             53021.23
sn2003kf-20040118.31-mmt.flm              53022.31
sn2003kf-20040118.25-fast.flm             53022.25
sn2003kf-20040119.26-fast.flm             53023.26
sn2003kf-20040130.29-fast.flm             53034.29
sn2003kf-20040214.22-fast.flm             53049.22
sn2003kf-20040216.18-fast.flm             53051.18
sn2003kf-20040318.12-fast.flm             53082.12
sn2003kf-20050111.11-ldss2.flm            53381.11
sn2003kg-20031129.12-fast.flm             52972.12
sn2003kh-20031129.13-fast.flm             52972.13
sn2003kh-20031130.10-fast.flm             52973.10
sn2003kz-20031219.51-fast.flm             52992.51
sn2003lc-20031228.11-fast.flm             53001.11
sn2003lc-20040101.12-fast.flm             53005.12
sn2003lq-20040113.14-fast.flm             53017.14
sn2004B-20040116.19-fast.flm              53020.19
sn2004B-20040128.16-fast.flm              53032.16
sn2004H-20040127.46-fast.flm              53031.46
sn2004J-20040127.20-fast.flm              53031.20
sn2004K-20040127.54-fast.flm              53031.54
sn2004L-20040127.40-fast.flm              53031.40
sn2004L-20040128.37-fast.flm              53032.37
sn2004L-20040130.33-fast.flm              53034.33
sn2004L-20040214.46-fast.flm              53049.46
sn2004L-20040216.35-fast.flm              53051.35
sn2004L-20040217.35-fast.flm              53052.35
sn2004L-20040218.33-fast.flm              53053.33
sn2004L-20040220.29-fast.flm              53055.29
sn2004L-20040221.36-fast.flm              53056.36
sn2004L-20040222.30-fast.flm              53057.30
sn2004L-20040226.27-fast.flm              53061.27
sn2004L-20040227.35-fast.flm              53062.35
sn2004L-20040301.31-fast.flm              53065.31
sn2004P-20040127.52-fast.flm              53031.52
sn2004ab-20040224.49-fast.flm             53059.49
sn2004ap-20040313.25-fast.flm             53077.25
sn2004as-20040313.30-fast.flm             53077.30
sn2004as-20040314.32-fast.flm             53078.32
sn2004as-20040315.31-fast.flm             53079.31
sn2004as-20040316.35-fast.flm             53080.35
sn2004as-20040317.39-fast.flm             53081.39
sn2004as-20040318.36-fast.flm             53082.36
sn2004as-20040319.28-fast.flm             53083.28
sn2004as-20040320.38-fast.flm             53084.38
sn2004as-20040321.27-fast.flm             53085.27
sn2004as-20040323.26-fast.flm             53087.26
sn2004as-20040324.34-fast.flm             53088.34
sn2004as-20040327.35-fast.flm             53091.35
sn2004as-20040328.22-fast.flm             53092.22
sn2004as-20040329.23-fast.flm             53093.23
sn2004as-20040330.24-fast.flm             53094.24
sn2004as-20040416.27-fast.flm             53111.27
sn2004as-20040419.26-fast.flm             53114.26
sn2004as-20040422.33-fast.flm             53117.33
sn2004at-20040319.24-fast.flm             53083.24
sn2004at-20040320.42-fast.flm             53084.42
sn2004at-20040321.26-fast.flm             53085.26
sn2004at-20040323.24-fast.flm             53087.24
sn2004at-20040324.32-fast.flm             53088.32
sn2004at-20040327.33-fast.flm             53091.33
sn2004at-20040328.20-fast.flm             53092.20
sn2004at-20040329.21-fast.flm             53093.21
sn2004at-20040330.22-fast.flm             53094.22
sn2004at-20040415.19-fast.flm             53110.19
sn2004at-20040427.26-fast.flm             53122.26
sn2004av-20040319.31-fast.flm             53083.31
sn2004az-20040325.26-fast.flm             53089.26
sn2004bc-20040412.25-fast.flm             53107.25
sn2004bd-20040417.20-fast.flm             53112.20
sn2004bd-20040419.28-fast.flm             53114.28
sn2004bd-20040422.36-fast.flm             53117.36
sn2004bd-20040426.23-fast.flm             53121.23
sn2004bd-20040428.19-fast.flm             53123.19
sn2004bg-20040411.39-fast.flm             53106.39
sn2004bg-20040417.19-fast.flm             53112.19
sn2004bg-20040420.33-fast.flm             53115.33
sn2004bg-20040425.25-fast.flm             53120.25
sn2004bg-20040427.28-fast.flm             53122.28
sn2004bj-20040425.28-fast.flm             53120.28
sn2004bk-20040424.32-fast.flm             53119.32
sn2004bo-20040511.23-fast.flm             53136.23
sn2004bp-20040511.21-fast.flm             53136.21
sn2004ca-20040610.46-fast.flm             53166.46
sn2004ca-20040612.41-fast.flm             53168.41
sn2004ct-20040716.21-fast.flm             53202.21
sn2004ct-20040722.27-fast.flm             53208.27
sn2004cu-20040707.19-fast.flm             53193.19
sn2004da-20040710.44-fast.flm             53196.44
sn2004db-20040710.46-fast.flm             53196.46
sn2004dt-20040908.49-fast.flm             53256.49
sn2004dt-20040911.42-fast.flm             53259.42
sn2004dt-20040915.45-fast.flm             53263.45
sn2004dt-20041006.37-fast.flm             53284.37
sn2004dt-20041011.37-fast.flm             53289.37
sn2004dt-20041013.36-fast.flm             53291.36
sn2004dt-20041015.34-fast.flm             53293.34
sn2004dt-20041020.44-fast.flm             53298.44
sn2004dt-20041212.18-fast.flm             53351.18
sn2004ef-20040907.30-fast.flm             53255.30
sn2004ef-20040908.35-fast.flm             53256.35
sn2004ef-20040909.24-fast.flm             53257.24
sn2004ef-20040910.27-fast.flm             53258.27
sn2004ef-20040911.34-fast.flm             53259.34
sn2004ef-20040912.28-fast.flm             53260.28
sn2004ef-20040914.18-fast.flm             53262.18
sn2004ef-20040915.30-fast.flm             53263.30
sn2004ef-20040916.34-fast.flm             53264.34
sn2004ef-20040917.27-fast.flm             53265.27
sn2004ef-20040918.28-fast.flm             53266.28
sn2004ef-20040922.22-fast.flm             53270.22
sn2004ef-20041006.17-fast.flm             53284.17
sn2004ef-20041012.14-fast.flm             53290.14
sn2004ef-20041020.15-fast.flm             53298.15
sn2004fd-20041113.33-fast.flm             53322.33
sn2004fu-20041110.17-fast.flm             53319.17
sn2004fu-20041111.17-fast.flm             53320.17
sn2004fu-20041113.16-fast.flm             53322.16
sn2004fu-20041119.07-fast.flm             53328.07
sn2004fu-20041120.11-fast.flm             53329.11
sn2004fu-20041121.09-fast.flm             53330.09
sn2004fu-20041202.07-fast.flm             53341.07
sn2004fu-20041209.10-fast.flm             53348.10
sn2004fu-20041214.09-fast.flm             53353.09
sn2004fz-20041117.41-fast.flm             53326.41
sn2004gc-20041208.28-fast.flm             53347.28
sn2004gs-20041213.44-fast.flm             53352.44
sn2004gs-20041215.48-fast.flm             53354.48
sn2004gs-20041216.49-fast.flm             53355.49
sn2004gs-20041218.46-fast.flm             53357.46
sn2004gs-20041219.42-fast.flm             53358.42
sn2004gs-20041220.44-fast.flm             53359.44
sn2004gs-20050106.40-fast.flm             53376.40
sn2004gs-20050109.38-fast.flm             53379.38
sn2004gs-20050117.35-fast.flm             53387.35
sn2004gs-20050118.36-fast.flm             53388.36
sn2004gz-20050114.53-fast.flm             53384.53
sn2005A-20050107.25-fast.flm              53377.25
sn2005A-20050108.13-fast.flm              53378.13
sn2005A-20050110.11-ldss2.flm             53380.11
sn2005A-20050111.04-ldss2.flm             53381.04
sn2005G-20050118.56-fast.flm              53388.56
sn2005M-20050201.30-fast.flm              53402.30
sn2005M-20050202.34-fast.flm              53403.34
sn2005M-20050204.26-fast.flm              53405.26
sn2005M-20050209.33-fast.flm              53410.33
sn2005M-20050214.29-fast.flm              53415.29
sn2005M-20050301.32-fast.flm              53430.32
sn2005M-20050304.31-fast.flm              53433.31
sn2005M-20050309.26-fast.flm              53438.26
sn2005M-20050317.25-fast.flm              53446.25
sn2005M-20050409.19-fast.flm              53469.19
sn2005am-20050303.30-fast.flm             53432.30
sn2005am-20050308.25-fast.flm             53437.25
sn2005am-20050309.25-fast.flm             53438.25
sn2005am-20050310.21-fast.flm             53439.21
sn2005am-20050311.23-fast.flm             53440.23
sn2005am-20050313.21-fast.flm             53442.21
sn2005am-20050314.23-fast.flm             53443.23
sn2005am-20050316.22-fast.flm             53445.22
sn2005am-20050317.23-fast.flm             53446.23
sn2005am-20050318.18-fast.flm             53447.18
sn2005am-20050321.20-fast.flm             53450.20
sn2005am-20050330.16-fast.flm             53459.16
sn2005am-20050402.19-fast.flm             53462.19
sn2005am-20050407.17-fast.flm             53467.17
sn2005am-20050411.14-fast.flm             53471.14
sn2005am-20050414.17-fast.flm             53474.17
sn2005am-20050503.15-fast.flm             53493.15
sn2005am-20050509.14-fast.flm             53499.14
sn2005am-20050517.14-fast.flm             53507.14
sn2005ao-20050308.52-fast.flm             53437.52
sn2005ao-20050313.51-fast.flm             53442.51
sn2005ao-20050315.51-fast.flm             53444.51
sn2005bc-20050403.33-fast.flm             53463.33
sn2005bc-20050404.46-fast.flm             53464.46
sn2005bd-20050409.15-fast.flm             53469.15
sn2005be-20050407.39-fast.flm             53467.39
sn2005bl-20050416.34-fast.flm             53476.34
sn2005bo-20050418.21-fast.flm             53478.21
sn2005bo-20050510.29-fast.flm             53500.29
sn2005bv-20050430.37-fast.flm             53490.37
sn2005bv-20050502.32-fast.flm             53492.32
sn2005cc-20050531.20-fast.flm             53521.20
sn2005cc-20050601.23-fast.flm             53522.23
sn2005cc-20050602.21-fast.flm             53523.21
sn2005cc-20050603.27-fast.flm             53524.27
sn2005cc-20050607.20-fast.flm             53528.20
sn2005cc-20050612.38-fast.flm             53533.38
sn2005cc-20050615.18-fast.flm             53536.18
sn2005cc-20050617.18-fast.flm             53538.18
sn2005cc-20050628.25-fast.flm             53549.25
sn2005cc-20050702.21-fast.flm             53553.21
sn2005cc-20050709.21-fast.flm             53560.21
sn2005cc-20050711.17-fast.flm             53562.17
sn2005cf-20050531.22-fast.flm             53521.22
sn2005cf-20050601.26-fast.flm             53522.26
sn2005cf-20050602.24-fast.flm             53523.24
sn2005cf-20050603.29-fast.flm             53524.29
sn2005cf-20050607.23-fast.flm             53528.23
